,ft,bt,km,transmission,ownerNo,model,modelYear,price,Mileage,Engine,Seats,city
229,Petrol,SUV,60929.0,Manual,2,Hyundai Creta,2018.0,982000.0,15.8,1591.0,5.0,Chennai
230,Diesel,SUV,78000.0,Automatic,2,BMW X5,2009.0,1350000.0,11.7,1949.5,5.0,Chennai
231,Diesel,SUV,120000.0,Manual,1,Maruti Vitara Brezza,2017.0,900000.0,24.3,1248.0,5.0,Chennai
232,Diesel,Sedan,143185.0,Manual,1,Honda Amaze,2014.0,370000.0,25.8,1498.0,5.0,Chennai
233,Petrol,Sedan,115434.0,Manual,1,Maruti Ciaz,2017.0,620000.0,20.73,1373.0,5.0,Chennai
234,Petrol,Hatchback,43000.0,Manual,1,Maruti Ignis,2018.0,480000.0,20.89,1197.0,5.0,Chennai
235,Petrol,Hatchback,63309.0,Manual,1,Honda Brio,2015.0,430000.0,18.5,1198.0,5.0,Chennai
236,Diesel,Hatchback,150000.0,Manual,1,Maruti Swift,2015.0,500000.0,25.2,1248.0,5.0,Chennai
237,Diesel,Sedan,53000.0,Automatic,1,BMW 7 Series,2019.0,1776500.0,16.46,1949.5,5.0,Chennai
238,Petrol,Hatchback,39386.0,Manual,1,Maruti Baleno,2019.0,790000.0,21.01,1197.0,5.0,Chennai
239,Diesel,Sedan,42000.0,Automatic,1,BMW 6 Series,2018.0,1776500.0,17.09,1949.5,4.0,Chennai
240,Petrol,MUV,29257.0,Automatic,1,Renault Triber,2021.0,776000.0,18.2,999.0,7.0,Chennai
241,Petrol,Hatchback,61829.0,Automatic,1,Maruti Baleno,2017.0,702000.0,21.4,1197.0,5.0,Chennai
242,Petrol,Hatchback,83901.0,Manual,1,Maruti Alto K10,2014.0,290000.0,23.95,998.0,5.0,Chennai
243,Petrol,Hatchback,33295.0,Manual,1,Maruti Celerio,2014.0,383000.0,25.24,998.0,5.0,Chennai
244,Petrol,Hatchback,33610.0,Manual,1,Maruti Celerio,2015.0,411000.00000000006,25.24,998.0,5.0,Chennai
245,Diesel,Sedan,95600.0,Manual,1,Maruti Ciaz,2014.0,615000.0,26.21,1248.0,5.0,Chennai
246,Petrol,Hatchback,20960.0,Manual,1,Tata Tiago,2018.0,515000.00000000006,23.84,1199.0,5.0,Chennai
247,Diesel,Sedan,66000.0,Automatic,1,BMW 3 Series,2016.0,1776500.0,20.37,1949.5,5.0,Chennai
248,Petrol,Hatchback,85105.0,Manual,2,Hyundai i20,2015.0,507000.0,18.6,1197.0,5.0,Chennai
249,Petrol,Hatchback,44519.0,Manual,2,Hyundai EON,2016.0,322000.0,21.1,814.0,5.0,Chennai
250,Petrol,Hatchback,54024.0,Manual,1,Maruti Baleno,2017.0,575000.0,21.4,1197.0,5.0,Chennai
251,Petrol,Hatchback,20027.0,Manual,1,Maruti Baleno,2020.0,850000.0,21.01,1197.0,5.0,Chennai
252,Diesel,Sedan,44000.0,Automatic,1,Audi A6,2019.0,1776500.0,18.53,1949.5,5.0,Chennai
253,Diesel,SUV,58000.0,Automatic,1,Audi Q3,2014.0,1776500.0,15.73,1949.5,5.0,Chennai
254,Diesel,Sedan,67905.0,Manual,1,Honda Amaze,2013.0,425000.0,25.8,1498.0,5.0,Chennai
255,Petrol,Hatchback,62604.0,Manual,1,Maruti Baleno,2017.0,650000.0,21.01,1197.0,5.0,Chennai
256,Diesel,MUV,120000.0,Manual,1,Toyota Innova,2009.0,750000.0,12.8,1949.5,7.0,Chennai
257,Diesel,Sedan,105781.0,Manual,1,Honda Amaze,2014.0,450000.0,25.8,1498.0,5.0,Chennai
258,Petrol,Sedan,68724.0,Manual,1,Maruti Ciaz,2017.0,720000.0,20.73,1373.0,5.0,Chennai
259,Petrol,Hatchback,67000.0,Automatic,1,Maruti Celerio,2014.0,425000.0,23.1,998.0,5.0,Chennai
260,Petrol,Hatchback,110273.0,Manual,2,Hyundai i10,2010.0,235000.0,20.36,1197.0,5.0,Chennai
261,Petrol,Hatchback,65628.0,Automatic,2,Maruti Celerio,2016.0,437000.0,23.1,998.0,5.0,Chennai
262,Petrol,Hatchback,106075.0,Manual,1,Volkswagen Polo,2014.0,409999.99999999994,16.47,1198.0,5.0,Chennai
263,Petrol,Hatchback,6023.0,Manual,1,Maruti Ignis,2022.0,731000.0,20.89,1197.0,5.0,Chennai
264,Petrol,Hatchback,38999.0,Manual,2,Tata Tiago,2018.0,501999.99999999994,23.84,1199.0,5.0,Chennai
265,Diesel,MUV,105000.0,Manual,1,Toyota Innova Crysta,2018.0,1776500.0,13.68,1949.5,7.0,Chennai
266,Diesel,SUV,7811.0,Automatic,1,Tata New Safari,2022.0,1776500.0,14.08,1949.5,7.0,Chennai
267,Petrol,Hatchback,58747.0,Manual,2,Maruti Alto K10,2011.0,222000.00000000003,20.92,998.0,5.0,Chennai
268,Diesel,SUV,34965.0,Manual,1,Tata Harrier,2019.0,1497000.0,17.0,1949.5,5.0,Chennai
269,Diesel,SUV,106360.0,Manual,2,Ford Ecosport,2015.0,529000.0,22.7,1498.0,5.0,Chennai
270,Petrol,Hatchback,155000.0,Manual,2,Maruti Ritz,2010.0,210000.0,18.5,1197.0,5.0,Chennai
271,Diesel,SUV,30000.0,Automatic,1,Mercedes-Benz GLE,2020.0,1776500.0,18.9,1949.5,5.0,Chennai
272,Petrol,SUV,26000.0,Manual,1,Toyota Urban cruiser,2021.0,975000.0,17.03,1462.0,5.0,Chennai
273,Petrol,SUV,25000.0,Automatic,1,Kia Seltos,2020.0,1450000.0,18.9,1497.0,5.0,Chennai
274,Diesel,SUV,35000.0,Automatic,1,Mercedes-Benz GLC,2021.0,1776500.0,18.9,1949.5,5.0,Chennai
275,Petrol,Hatchback,57000.0,Manual,1,Maruti Swift,2020.0,595000.0,21.21,1197.0,5.0,Chennai
276,Petrol,SUV,49000.0,Manual,1,Hyundai Creta,2017.0,767000.0,15.29,1591.0,5.0,Chennai
277,Petrol,Hatchback,30000.0,Manual,1,Hyundai i20,2022.0,825000.0,21.0,1197.0,5.0,Chennai
278,Petrol,Hatchback,120000.0,Manual,3,Hyundai Santro,2006.5,45000.0,18.9,1086.0,5.0,Chennai
279,Petrol,Hatchback,40000.0,Automatic,3,Hyundai i10,2014.0,335000.0,16.95,1197.0,5.0,Chennai
280,Petrol,Hatchback,53250.0,Automatic,1,Honda Jazz,2015.0,558000.0,19.0,1199.0,5.0,Chennai
281,Petrol,Hatchback,8848.0,Manual,1,Tata Tiago,2022.0,649000.0,19.01,1199.0,5.0,Chennai
282,Diesel,SUV,3000.0,Automatic,1,Tata Harrier,2022.0,1776500.0,14.6,1949.5,5.0,Chennai
283,Petrol,Sedan,34628.0,Manual,1,Skoda Rapid,2021.0,1110000.0,18.97,999.0,5.0,Chennai
284,Petrol,Hatchback,8579.0,Manual,1,Maruti Ignis,2022.0,672000.0,20.89,1197.0,5.0,Chennai
285,Petrol,MUV,17000.0,Manual,1,Renault Triber,2022.0,675000.0,20.0,999.0,7.0,Chennai
286,Petrol,Sedan,40021.0,Manual,1,Honda City,2017.0,795000.0,17.8,1497.0,5.0,Chennai
287,Diesel,SUV,52000.0,Automatic,1,Mercedes-Benz GLS,2021.0,600000.0,18.9,1949.5,7.0,Chennai
288,Petrol,Hatchback,46946.0,Manual,2,Hyundai i20,2017.0,587000.0,18.6,1197.0,5.0,Chennai
289,Petrol,Hatchback,30772.0,Automatic,1,Honda Jazz,2019.0,807000.0,18.2,1199.0,5.0,Chennai
290,Diesel,Hatchback,74008.0,Manual,1,Ford Figo,2012.0,260000.0,20.0,1399.0,5.0,Chennai
291,Diesel,Sedan,31000.0,Manual,1,Maruti Swift Dzire,2017.0,760000.0,27.984999999999992,1248.0,5.0,Chennai
292,Diesel,SUV,20000.0,Manual,1,Mahindra Bolero,2022.0,1070000.0,16.0,1493.0,7.0,Chennai
293,Petrol,Hatchback,20000.0,Manual,2,Maruti Baleno,2020.0,650000.0,21.01,1197.0,5.0,Chennai
294,Petrol,Hatchback,31137.0,Automatic,1,Maruti S-Presso,2020.0,520000.0,21.7,998.0,5.0,Chennai
295,Diesel,Sedan,90000.0,Manual,1,Maruti Swift Dzire,2011.0,350000.0,19.3,1248.0,5.0,Chennai
296,Petrol,SUV,77000.0,Manual,1,Hyundai Creta,2015.0,875000.0,15.8,1591.0,5.0,Chennai
297,Diesel,Sedan,16000.0,Automatic,1,BMW 3 Series GT,2019.0,1776500.0,21.76,1949.5,5.0,Chennai
298,Diesel,SUV,23000.0,Automatic,1,Mahindra XUV500,2018.0,1450000.0,16.0,1949.5,7.0,Chennai
299,Petrol,SUV,9000.0,Manual,1,Mahindra Thar,2022.0,1725000.0,15.2,1949.5,4.0,Chennai
300,Petrol,Hatchback,28733.0,Manual,1,Datsun RediGO,2018.0,302000.0,22.7,799.0,5.0,Chennai
301,Diesel,Sedan,61828.0,Automatic,1,Hyundai Verna,2018.0,1060000.0,22.0,1582.0,5.0,Chennai
302,Diesel,MUV,150000.0,Manual,2,Toyota Innova,2007.0,600000.0,12.8,1949.5,8.0,Chennai
303,Petrol,Sedan,60431.0,Manual,1,Tata Tigor,2022.0,722000.0,19.28,1199.0,5.0,Chennai
304,Petrol,Hatchback,53269.0,Manual,1,Maruti Celerio X,2018.0,463000.0,21.63,998.0,5.0,Chennai
305,Petrol,SUV,38000.0,Automatic,1,MG Hector,2021.0,1770000.0,18.9,1451.0,5.0,Chennai
306,Petrol,Sedan,37778.0,Manual,2,Honda Amaze,2019.0,627000.0,19.5,1199.0,5.0,Chennai
307,Petrol,Hatchback,54024.0,Manual,1,Maruti Baleno,2017.0,575000.0,21.4,1197.0,5.0,Chennai
308,Petrol,SUV,85941.0,Manual,2,Tata Nexon,2018.0,658000.0,17.0,1198.0,5.0,Chennai
309,Petrol,Hatchback,89329.0,Automatic,1,Maruti Celerio X,2018.0,476999.99999999994,21.63,998.0,5.0,Chennai
310,Petrol,Hatchback,40000.0,Manual,2,Tata Tiago,2019.0,500000.0,23.84,1199.0,5.0,Chennai
311,Petrol,Hatchback,17000.0,Manual,1,Maruti Swift,2017.0,650000.0,21.21,1197.0,5.0,Chennai
312,Petrol,Hatchback,83887.0,Manual,1,Maruti Ignis,2017.0,455000.0,20.89,1197.0,5.0,Chennai
313,Diesel,Hatchback,150000.0,Manual,1,Hyundai i20 Active,2015.0,475000.0,21.19,1396.0,5.0,Chennai
314,Diesel,MUV,39000.0,Automatic,1,Toyota Innova Crysta,2021.0,1776500.0,12.0,1949.5,7.0,Chennai
315,Petrol,Sedan,23000.0,Automatic,1,Hyundai Verna,2018.0,975000.0,17.0,1591.0,5.0,Chennai
316,Petrol,Sedan,80000.0,Manual,1,Hyundai Verna,2017.0,750000.0,17.0,1591.0,5.0,Chennai
317,Petrol,Hatchback,34000.0,Automatic,1,Maruti Celerio,2016.0,484999.99999999994,23.1,998.0,5.0,Chennai
318,Petrol,Hatchback,29973.0,Manual,1,Maruti Celerio,2017.0,459999.99999999994,23.1,998.0,5.0,Chennai
319,Petrol,Sedan,30000.0,Manual,1,Honda City,2021.0,1265000.0,18.6,1498.0,5.0,Chennai
320,Diesel,Hatchback,80805.0,Manual,2,Hyundai i20 Active,2016.0,567000.0,21.19,1396.0,5.0,Chennai
321,Petrol,Hatchback,26235.0,Manual,1,Tata Tiago,2020.0,619000.0,23.84,1199.0,5.0,Chennai
322,Petrol,Sedan,95963.0,Manual,0,Honda City,2017.0,630000.0,17.8,1497.0,5.0,Chennai
323,Petrol,SUV,83294.0,Manual,1,Hyundai Creta,2018.0,835000.0,15.8,1591.0,5.0,Chennai
324,Diesel,SUV,17963.0,Manual,2,MG Hector,2021.0,1703000.0,17.41,1949.5,5.0,Chennai
325,Petrol,Hatchback,102696.0,Manual,1,Maruti Baleno,2019.0,635000.0,21.4,1197.0,5.0,Chennai
326,Diesel,Hatchback,57206.0,Manual,2,Hyundai i20,2019.0,635000.0,22.54,1396.0,5.0,Chennai
327,Diesel,Hatchback,120000.0,Manual,2,Ford Figo,2013.0,300000.0,20.0,1399.0,5.0,Chennai
328,Petrol,Hatchback,81829.0,Manual,1,Hyundai i20,2017.0,657000.0,18.6,1197.0,5.0,Chennai
329,Petrol,Hatchback,54395.0,Manual,2,Maruti Celerio,2014.0,390000.0,25.24,998.0,5.0,Chennai
330,Diesel,Sedan,50000.0,Manual,1,Tata Tigor,2019.0,620000.0,24.7,1047.0,5.0,Chennai
331,Petrol,Sedan,70000.0,Manual,2,Volkswagen Ameo,2017.0,465000.00000000006,17.0,1198.0,5.0,Chennai
332,Petrol,Hatchback,36000.0,Manual,1,Hyundai i20,2015.0,590000.0,18.6,1197.0,5.0,Chennai
333,Diesel,SUV,125000.0,Manual,2,Isuzu MU 7,2016.0,950000.0,12.08,1949.5,7.0,Chennai
334,Diesel,Sedan,75000.0,Automatic,2,Mercedes-Benz CLA,2018.0,1776500.0,17.9,1949.5,5.0,Chennai
335,Diesel,Sedan,45007.0,Automatic,1,Mercedes-Benz E-Class,2018.0,1776500.0,16.1,1949.5,5.0,Chennai
336,Petrol,Sedan,49617.0,Manual,1,Honda Amaze,2016.0,490000.00000000006,19.5,1199.0,5.0,Chennai
337,Petrol,Sedan,57782.0,Manual,1,Toyota Etios,2016.0,620000.0,16.78,1496.0,5.0,Chennai
338,Diesel,Sedan,38000.0,Automatic,1,Skoda Superb,2015.0,1776500.0,17.2,1949.5,5.0,Chennai
339,Diesel,Sedan,110000.0,Automatic,3,BMW 5 Series,2008.0,680000.0,11.5,1949.5,5.0,Chennai
340,Petrol,Hatchback,22066.0,Manual,2,Honda Jazz,2018.0,594000.0,18.7,1199.0,5.0,Chennai
341,Petrol,Hatchback,65707.0,Manual,1,Hyundai i20,2016.0,536000.0,18.6,1197.0,5.0,Chennai
342,Petrol,Hatchback,89488.0,Manual,1,Maruti Celerio,2015.0,365000.0,23.1,998.0,5.0,Chennai
343,Petrol,Hatchback,88663.0,Automatic,2,Maruti Ignis,2017.0,544000.0,20.89,1197.0,5.0,Chennai
344,Petrol,Hatchback,31679.0,Manual,1,Tata Tiago,2020.0,566000.0,23.84,1199.0,5.0,Chennai
345,Petrol,Hatchback,68178.0,Manual,1,Hyundai Grand i10,2013.0,420000.0,18.9,1197.0,5.0,Chennai
346,Petrol,Sedan,61279.0,Manual,2,Honda City,2017.0,748000.0,17.8,1497.0,5.0,Chennai
347,Petrol,Sedan,8963.0,Manual,1,Honda Amaze,2021.0,880000.0000000001,18.6,1199.0,5.0,Chennai
348,Petrol,Sedan,80281.0,Manual,1,Maruti Swift Dzire,2017.0,616000.0,21.21,1197.0,5.0,Chennai
349,Petrol,SUV,50580.0,Manual,1,MG Hector,2020.0,1554000.0,14.16,1451.0,5.0,Chennai
350,Petrol,Hatchback,21000.0,Automatic,1,Mini Cooper,2014.0,1776500.0,19.23,1598.0,5.0,Chennai
351,Diesel,SUV,55000.0,Automatic,1,Audi Q3,2016.0,1776500.0,15.73,1949.5,5.0,Chennai
352,Diesel,SUV,70000.0,Automatic,2,Mercedes-Benz GLE,2018.0,1776500.0,17.9,1949.5,5.0,Chennai
353,Petrol,SUV,58000.0,Automatic,1,Audi Q5,2019.0,1776500.0,10.425000000000006,1949.5,5.0,Chennai
354,Petrol,Sedan,65224.0,Manual,1,Volkswagen Vento,2018.0,725000.0,16.09,1598.0,5.0,Chennai
355,Petrol,Hatchback,120000.0,Manual,1,Maruti Ritz,2010.0,275000.0,21.1,1197.0,5.0,Chennai
356,Diesel,SUV,42001.0,Automatic,1,BMW X5,2018.0,1776500.0,15.97,1949.5,5.0,Chennai
357,Petrol,Sedan,30316.0,Manual,1,Maruti Swift Dzire,2017.0,635000.0,19.0,1197.0,5.0,Chennai
358,Diesel,Sedan,64000.0,Automatic,3,Mercedes-Benz E-Class,2013.0,1776500.0,13.0,1949.5,5.0,Chennai
359,Diesel,Sedan,40000.0,Automatic,1,Volvo S60,2015.0,1776500.0,10.425000000000006,1949.5,5.0,Chennai
360,Petrol,Hatchback,100526.0,Manual,1,Maruti Swift,2017.0,509999.99999999994,22.38,1197.0,5.0,Chennai
361,Petrol,Hatchback,17273.0,Manual,1,Maruti Swift,2021.0,817000.0,22.38,1197.0,5.0,Chennai
362,Diesel,SUV,107737.0,Manual,1,Maruti SX4 S Cross,2018.0,850000.0,23.65,1248.0,5.0,Chennai
363,Petrol,SUV,111586.0,Manual,2,Ford Ecosport,2016.0,539000.0,15.85,1499.0,5.0,Chennai
364,Petrol,Hatchback,73369.0,Automatic,2,Maruti Baleno,2017.0,538000.0,21.4,1197.0,5.0,Chennai
365,Petrol,Hatchback,63697.0,Manual,1,Maruti Alto,2012.0,235000.0,19.7,796.0,5.0,Chennai
366,Petrol,Hatchback,45224.0,Manual,1,Hyundai i20,2018.0,666000.0,18.6,1197.0,5.0,Chennai
367,Diesel,Hatchback,110701.0,Manual,2,Ford Figo,2010.0,210000.0,20.0,1399.0,5.0,Chennai
368,Petrol,Hatchback,49124.0,Manual,2,Maruti Wagon R,2016.0,413000.0,20.51,998.0,5.0,Chennai
369,Petrol,Sedan,96861.0,Manual,1,Maruti Swift Dzire,2016.0,505000.0,22.41,1197.0,5.0,Chennai
370,Petrol,Hatchback,64636.0,Manual,2,Hyundai i10,2009.0,300000.0,20.36,1197.0,5.0,Chennai
371,Diesel,Sedan,134000.0,Automatic,1,Audi A6,2014.0,890000.0,17.68,1949.5,5.0,Chennai
372,Petrol,Hatchback,20000.0,Manual,1,Maruti 800,2006.5,140000.0,16.1,796.0,4.0,Chennai
373,Petrol,SUV,14118.0,Automatic,1,Renault Kiger,2022.0,810000.0,19.03,999.0,5.0,Chennai
374,Diesel,SUV,1200.0,Automatic,1,Jeep Meridian,2023.0,1776500.0,18.9,1949.5,7.0,Chennai
375,Petrol,SUV,36000.0,Automatic,2,Ford Ecosport,2018.0,725000.0,14.8,1497.0,5.0,Chennai
376,Petrol,SUV,10000.0,Automatic,1,Skoda Kushaq,2022.0,1755000.0,17.2,999.0,5.0,Chennai
377,Petrol,SUV,50000.0,Manual,1,Kia Seltos,2019.0,1050000.0,16.8,1497.0,5.0,Chennai
378,Petrol,SUV,30000.0,Manual,1,Toyota Urban cruiser,2021.0,1000000.0,17.03,1462.0,5.0,Chennai
379,Petrol,Sedan,29000.0,Automatic,1,Skoda Rapid,2018.0,850000.0,14.84,1598.0,5.0,Chennai
380,Petrol,Hatchback,55940.0,Manual,2,Hyundai i20,2014.0,508000.0,18.6,1197.0,5.0,Chennai
381,Diesel,Sedan,115915.0,Manual,2,Honda City,2018.0,851000.0,25.6,1498.0,5.0,Chennai
382,Petrol,Hatchback,1000.0,Automatic,1,Renault KWID,2022.0,625000.0,22.3,999.0,5.0,Chennai
383,Petrol,Hatchback,96184.0,Automatic,2,Honda Jazz,2016.0,560000.0,19.0,1199.0,5.0,Chennai
384,Petrol,Hatchback,87780.0,Manual,1,Hyundai i10,2014.0,335000.0,19.81,1086.0,5.0,Chennai
385,Petrol,Hatchback,118921.0,Manual,1,Hyundai i20,2015.0,445000.0,18.6,1197.0,5.0,Chennai
386,Diesel,SUV,73834.0,Manual,2,Ford Ecosport,2019.0,830000.0000000001,23.0,1498.0,5.0,Chennai
387,Diesel,SUV,20000.0,Automatic,1,Mahindra Thar,2022.0,1776500.0,18.9,1949.5,4.0,Chennai
388,Petrol,Hatchback,38514.0,Manual,1,Maruti Baleno,2016.0,630000.0,21.4,1197.0,5.0,Chennai
389,Petrol,Sedan,74401.0,Manual,2,Maruti Swift Dzire,2016.0,527000.0,22.41,1197.0,5.0,Chennai
390,Petrol,SUV,40000.0,Automatic,1,Hyundai Creta,2020.0,1320000.0,16.8,1353.0,5.0,Chennai
391,Petrol,Hatchback,9000.0,Manual,1,Maruti Swift,2022.0,860000.0,22.38,1197.0,5.0,Chennai
392,Petrol,SUV,50000.0,Manual,1,Hyundai Creta,2017.0,766000.0,15.29,1591.0,5.0,Chennai
393,Petrol,Sedan,40000.0,Manual,1,Maruti Swift Dzire,2020.0,610000.0,22.41,1197.0,5.0,Chennai
394,Diesel,Sedan,80000.0,Automatic,3,Skoda Rapid,2015.0,475000.0,21.66,1498.0,5.0,Chennai
395,Petrol,Hatchback,82000.0,Manual,2,Hyundai Grand i10,2014.0,390000.0,18.9,1197.0,5.0,Chennai
396,Petrol,Sedan,32947.0,Automatic,1,Hyundai Aura,2020.0,680000.0,20.1,1197.0,5.0,Chennai
397,Diesel,SUV,9000.0,Manual,1,Jeep Meridian,2022.0,1776500.0,18.9,1949.5,7.0,Chennai
398,Petrol,Sedan,25000.0,Manual,1,Hyundai Verna,2018.0,855000.0000000001,17.0,1591.0,5.0,Chennai
399,Petrol,MUV,10000.0,Manual,1,Maruti XL6,2022.0,1200000.0,19.01,1462.0,6.0,Chennai
400,Petrol,Sedan,8413.0,Manual,1,Skoda Slavia,2022.0,1776500.0,18.72,1498.0,5.0,Chennai
401,Petrol,Hatchback,34460.0,Manual,1,Hyundai i20,2016.0,614000.0,18.6,1197.0,5.0,Chennai
402,Petrol,Sedan,33886.0,Manual,1,Maruti Swift Dzire,2010.0,340000.0,17.5,1298.0,5.0,Chennai
403,Petrol,Hatchback,57910.0,Manual,2,Hyundai i20 Active,2016.0,558000.0,17.19,1197.0,5.0,Chennai
404,Petrol,MUV,46233.0,Manual,2,Renault Triber,2020.0,650000.0,20.0,999.0,7.0,Chennai
405,Petrol,Sedan,60000.0,Automatic,1,Honda City,2017.0,950000.0,18.3,1498.0,5.0,Chennai
406,Petrol,Hatchback,48979.0,Manual,1,Maruti Swift,2021.0,710000.0,22.38,1197.0,5.0,Chennai
407,Petrol,SUV,42000.0,Automatic,1,MG Hector,2019.0,1700000.0,13.96,1451.0,5.0,Chennai
408,Diesel,SUV,106165.0,Manual,1,Ford Ecosport,2016.0,684000.0,22.77,1498.0,5.0,Chennai
409,Petrol,Hatchback,91261.0,Manual,1,Datsun RediGO,2018.0,309000.0,22.7,799.0,5.0,Chennai
410,Petrol,Hatchback,36711.0,Manual,1,Maruti Celerio,2018.0,500000.0,21.63,998.0,5.0,Chennai
411,Petrol,Sedan,9000.0,Automatic,1,BMW 3 Series Gran Limousine,2021.0,1776500.0,15.3,1949.5,5.0,Chennai
412,Petrol,Hatchback,30428.0,Manual,0,Maruti Baleno,2018.0,650000.0,21.4,1197.0,5.0,Chennai
413,Petrol,Hatchback,49791.0,Manual,1,Renault KWID,2018.0,360000.0,23.01,999.0,5.0,Chennai
414,Diesel,SUV,40000.0,Manual,1,MG Hector Plus,2021.0,1776500.0,16.65,1949.5,6.0,Chennai
415,Petrol,Sedan,40000.0,Manual,2,Hyundai Xcent,2014.0,450000.0,19.1,1197.0,5.0,Chennai
416,Petrol,Hatchback,50000.0,Automatic,2,Maruti Baleno,2018.0,660000.0,21.4,1197.0,5.0,Chennai
417,Diesel,SUV,60000.0,Manual,1,Maruti Vitara Brezza,2019.0,950000.0,24.3,1248.0,5.0,Chennai
418,Petrol,Sedan,60000.0,Manual,1,Volkswagen Ameo,2017.0,500000.0,17.0,1198.0,5.0,Chennai
419,Diesel,SUV,70000.0,Automatic,1,Ford Endeavour,2017.0,1776500.0,12.62,1949.5,7.0,Chennai
420,Petrol,Hatchback,107158.0,Manual,2,Maruti Wagon R,2014.0,361000.0,20.51,998.0,5.0,Chennai
421,Petrol,Hatchback,90811.0,Manual,1,Hyundai Grand i10,2019.0,549000.0,18.9,1197.0,5.0,Chennai
422,Petrol,Hatchback,76454.0,Manual,3,Ford Figo,2012.0,210000.0,15.6,1196.0,5.0,Chennai
423,Petrol,Hatchback,57464.0,Manual,1,Maruti Swift,2021.0,704000.0,22.38,1197.0,5.0,Chennai
424,Petrol,Sedan,95072.0,Manual,1,Honda Amaze,2019.0,729000.0,19.5,1199.0,5.0,Chennai
425,Petrol,Sedan,51789.0,Automatic,1,Honda City,2014.0,700000.0,18.0,1497.0,5.0,Chennai
426,Petrol,Hatchback,56028.0,Manual,2,Hyundai i20,2018.0,619000.0,18.6,1197.0,5.0,Chennai
427,Petrol,Sedan,60000.0,Manual,1,Honda City,2017.0,725000.0,17.8,1497.0,5.0,Chennai
428,Petrol,Hatchback,36460.0,Manual,1,Hyundai Grand i10 Nios,2020.0,621000.0,20.7,1197.0,5.0,Chennai
429,Petrol,Sedan,103249.0,Manual,1,Honda Amaze,2020.0,685000.0,19.5,1199.0,5.0,Chennai
430,Petrol,Sedan,45568.0,Manual,1,Honda City,2021.0,950000.0,18.6,1498.0,5.0,Chennai
431,Diesel,SUV,130000.0,Automatic,1,Ford Endeavour,2017.0,1776500.0,12.62,1949.5,7.0,Chennai
432,Diesel,SUV,60000.0,Manual,1,MG Hector Plus,2021.0,1776500.0,16.65,1949.5,6.0,Chennai
433,Diesel,Sedan,100521.0,Manual,1,Skoda Rapid,2013.0,409999.99999999994,20.5,1598.0,5.0,Chennai
434,Petrol,Sedan,42709.0,Manual,1,Volkswagen Ameo,2019.0,570000.0,19.44,999.0,5.0,Chennai
435,Diesel,SUV,150000.0,Manual,2,Mahindra TUV 300,2016.0,550000.0,18.49,1493.0,7.0,Chennai
436,Petrol,Sedan,100000.0,Manual,1,Honda City,2015.0,600000.0,17.4,1497.0,5.0,Chennai
437,Diesel,Sedan,120000.0,Manual,3,Volkswagen Jetta,2009.0,225999.99999999997,15.0,1896.0,5.0,Chennai
438,Petrol,Sedan,30000.0,Automatic,1,Hyundai Elantra,2018.0,1350000.0,14.62,1949.5,5.0,Chennai
439,Diesel,Sedan,70000.0,Automatic,1,BMW 3 Series,2016.0,1776500.0,22.69,1949.5,5.0,Chennai
440,Petrol,Hatchback,104279.0,Manual,1,Hyundai Grand i10,2014.0,365000.0,18.9,1197.0,5.0,Chennai
441,Petrol,Hatchback,73321.0,Manual,1,Hyundai i20 Active,2018.0,707000.0,17.19,1197.0,5.0,Chennai
442,Petrol,Sedan,50000.0,Manual,1,Hyundai Verna,2017.0,800000.0,17.0,1591.0,5.0,Chennai
443,Petrol,Hatchback,34279.0,Manual,1,Hyundai Santro,2018.0,520000.0,20.3,1086.0,5.0,Chennai
444,Petrol,Hatchback,55040.0,Manual,2,Hyundai i20,2016.0,602000.0,18.6,1197.0,5.0,Chennai
445,Diesel,Sedan,39000.0,Automatic,2,Hyundai Verna,2018.0,1050000.0,22.0,1582.0,5.0,Chennai
446,Diesel,Hatchback,104336.0,Manual,2,Hyundai i20,2014.0,546000.0,22.54,1396.0,5.0,Chennai
447,Diesel,Sedan,45000.0,Automatic,3,Volvo S90,2019.0,1776500.0,18.0,1949.5,5.0,Chennai
448,Petrol,Sedan,69617.0,Manual,1,Honda City,2020.0,1188000.0,18.6,1498.0,5.0,Chennai
449,Petrol,Hatchback,47429.0,Manual,1,Hyundai i20,2016.0,621000.0,18.6,1197.0,5.0,Chennai
450,Petrol,Hatchback,67000.0,Manual,1,Maruti Swift,2015.0,515000.00000000006,21.21,1197.0,5.0,Chennai
451,Petrol,Hatchback,80000.0,Manual,1,Volkswagen Polo,2016.0,600000.0,16.2,1199.0,5.0,Chennai
452,Petrol,Hatchback,27000.0,Manual,1,Volkswagen Polo,2018.0,775000.0,18.78,999.0,5.0,Chennai
453,Diesel,SUV,56000.0,Manual,2,Ford Ecosport,2016.0,645000.0,22.77,1498.0,5.0,Chennai
454,Petrol,Sedan,33379.0,Manual,1,Honda Amaze,2018.0,650000.0,18.6,1199.0,5.0,Chennai
455,Diesel,Sedan,80000.0,Manual,1,Maruti Ciaz,2017.0,700000.0,27.984999999999992,1248.0,5.0,Chennai
456,Petrol,Sedan,90000.0,Manual,1,Hyundai Xcent,2016.0,437000.0,19.1,1197.0,5.0,Chennai
457,Petrol,Sedan,50197.0,Manual,1,Hyundai Xcent,2015.0,459999.99999999994,19.1,1197.0,5.0,Chennai
